Device,Time (s),Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z,Annotation
M5-IMU-Janice,24.828937768936157,-0.13,9.4,-2.39,-0.18,-0.04,-0.1,Annotated
M5-IMU-Janice,24.948838710784912,-0.58,9.56,-1.7,0.0,-0.05,-0.06,Annotated
M5-IMU-Janice,25.00873064994812,-0.53,9.23,-2.65,0.1,-0.19,0.14,Annotated
M5-IMU-Janice,25.129016637802124,-0.47,9.55,-2.03,-0.04,0.1,-0.08,Annotated
M5-IMU-Janice,25.30704379081726,-1.58,8.93,-3.05,0.1,-0.3,0.42,Annotated
M5-IMU-Janice,25.307992935180664,0.57,9.76,-1.75,-0.0,-0.32,0.19,Annotated
M5-IMU-Janice,25.42891764640808,-0.49,9.53,-2.56,0.04,0.13,-0.08,Annotated
M5-IMU-Janice,25.548542737960815,0.15,9.62,-2.4,0.02,0.21,-0.02,Annotated
M5-IMU-Janice,25.608131885528564,0.36,9.29,-2.13,0.07,0.1,-0.1,Annotated
M5-IMU-Janice,25.728845834732056,0.14,9.85,-2.91,-0.25,0.3,-0.26,Annotated
M5-IMU-Janice,25.849488496780396,-0.59,9.29,-1.76,-0.31,0.2,-0.43,Annotated
M5-IMU-Janice,25.908670902252197,-0.98,9.15,-2.11,-0.06,-0.06,0.07,Annotated
M5-IMU-Janice,26.028969287872314,-0.48,8.69,-1.58,-0.18,-0.19,0.13,Annotated
M5-IMU-Janice,26.14848256111145,-0.73,9.36,-1.63,-0.07,0.14,0.1,Annotated
M5-IMU-Janice,26.209017992019653,0.47,9.7,-1.9,-0.0,-0.11,0.04,Annotated
M5-IMU-Janice,26.328672409057617,-0.61,9.27,-2.29,0.1,0.11,-0.07,Annotated
M5-IMU-Janice,26.448870182037354,-0.61,9.29,-1.47,0.1,-0.06,0.32,Annotated
M5-IMU-Janice,26.508530378341675,0.78,9.59,-1.58,0.21,-0.46,0.43,Annotated
M5-IMU-Janice,26.628338098526,1.23,9.72,-1.7,0.12,0.24,0.34,Unmarked
M5-IMU-Janice,26.74937605857849,0.65,9.84,-2.13,-0.1,-0.02,0.26,Unmarked
M5-IMU-Janice,26.809447288513184,0.63,10.64,-2.14,-0.1,0.84,0.39,Unmarked
M5-IMU-Janice,26.928977966308594,-1.15,11.38,-1.4,0.08,0.15,1.66,Unmarked
M5-IMU-Janice,27.048624992370605,-3.23,14.43,2.0,0.36,1.51,2.53,Unmarked
M5-IMU-Janice,27.10809350013733,-3.38,4.2,1.8,-2.58,2.97,-1.52,Unmarked
M5-IMU-Janice,27.231122732162476,-3.92,12.31,-2.31,-1.58,-2.33,-4.37,Unmarked
M5-IMU-Janice,27.409152030944824,19.46,11.45,-16.77,-1.97,-3.91,0.49,Unmarked
M5-IMU-Janice,27.410151958465576,14.44,19.46,-4.45,0.44,4.17,3.42,Unmarked
M5-IMU-Janice,27.53055167198181,0.94,11.95,-2.23,0.63,-0.55,0.41,Unmarked
M5-IMU-Janice,27.648651123046875,1.91,10.06,-1.27,0.13,-0.7,0.77,Unmarked
M5-IMU-Janice,27.70934557914734,-0.68,10.24,-0.94,-0.1,0.04,1.06,Unmarked
M5-IMU-Janice,27.829728603363037,-4.47,19.46,-1.3,-0.18,1.67,2.19,Unmarked
M5-IMU-Janice,27.950358629226685,-16.86,-3.25,1.25,0.91,-4.37,-0.56,Unmarked
M5-IMU-Janice,28.01121687889099,-5.02,17.61,-10.55,-2.13,-4.37,-2.87,Unmarked
M5-IMU-Janice,28.130052089691162,19.46,5.91,-14.23,-0.06,-0.79,1.72,Unmarked
M5-IMU-Janice,28.25070071220398,3.0,9.81,-0.24,-1.62,-1.74,-1.43,Unmarked
M5-IMU-Janice,28.309779405593872,-0.32,9.34,-1.29,0.67,-0.77,0.5,Unmarked
M5-IMU-Janice,28.43048906326294,0.91,9.84,-0.77,0.09,0.41,0.06,Unmarked
M5-IMU-Janice,28.548696517944336,-1.1,9.58,-1.16,0.02,-0.11,0.16,Unmarked
M5-IMU-Janice,28.611541509628296,-0.82,10.3,-0.98,-0.22,0.11,0.43,Unmarked
M5-IMU-Janice,28.73011064529419,-2.91,15.96,-1.63,-0.14,-0.13,1.68,Unmarked
M5-IMU-Janice,28.848680019378662,-2.7,5.31,0.25,-1.2,-0.17,0.44,Unmarked
M5-IMU-Janice,28.9090096950531,0.04,4.83,0.99,-1.62,-1.62,-3.16,Unmarked
M5-IMU-Janice,29.02963662147522,10.3,11.27,-5.49,-1.16,-0.38,-1.41,Unmarked
M5-IMU-Janice,29.148905754089355,-17.11,-1.72,7.21,1.53,-4.37,1.73,Annotated
M5-IMU-Janice,29.2083158493042,4.23,8.5,-1.43,1.12,0.27,0.59,Annotated
M5-IMU-Janice,29.32873296737671,-4.81,10.96,2.36,0.17,2.41,0.44,Annotated
M5-IMU-Janice,29.45006561279297,0.17,12.08,-1.05,0.09,1.47,1.46,Annotated
M5-IMU-Janice,29.509236335754395,-6.69,9.59,2.38,-0.2,1.96,-0.11,Annotated
M5-IMU-Janice,29.628612756729126,-1.21,9.92,-0.68,-0.17,-2.0,0.18,Annotated
M5-IMU-Janice,29.748720407485962,-0.41,10.81,-0.08,0.24,0.27,1.17,Annotated
M5-IMU-Janice,29.80951428413391,-1.15,14.35,-1.82,0.48,-0.34,2.3,Annotated
M5-IMU-Janice,29.9282865524292,-9.79,2.28,2.52,0.62,-0.29,-1.36,Annotated
M5-IMU-Janice,30.049438953399658,3.52,11.69,-0.51,-1.24,-4.37,-3.51,Annotated
M5-IMU-Janice,30.108791828155518,14.47,11.73,-7.06,-1.02,-0.45,-1.17,Annotated
M5-IMU-Janice,30.229587078094482,-2.2,10.63,2.54,0.04,-1.4,-0.05,Annotated
M5-IMU-Janice,30.34899353981018,2.71,10.49,-0.59,0.23,0.53,1.01,Annotated
M5-IMU-Janice,30.408716201782227,1.65,10.31,-1.83,0.27,0.39,1.21,Annotated
M5-IMU-Janice,30.529222011566162,-5.08,9.84,-0.96,0.1,1.46,0.55,Annotated
M5-IMU-Janice,30.648209810256958,-6.98,9.45,3.21,-0.17,0.88,0.02,Annotated
M5-IMU-Janice,30.708012342453003,2.56,11.39,0.01,-0.24,-1.78,0.44,Annotated
M5-IMU-Janice,30.828975915908813,-0.78,10.02,0.11,0.29,0.18,0.84,Annotated
M5-IMU-Janice,30.949679374694824,-3.46,14.8,-1.92,0.85,0.24,1.9,Annotated
M5-IMU-Janice,31.00909924507141,-4.08,6.32,3.12,-0.08,0.53,-1.68,Annotated
M5-IMU-Janice,31.129297494888306,1.54,11.14,-0.26,-1.04,-3.95,-3.52,Annotated
M5-IMU-Janice,31.249168157577515,15.27,11.16,-8.93,-0.66,0.35,-0.87,Annotated
M5-IMU-Janice,31.308660745620728,1.73,13.98,-0.86,0.2,-4.3,-0.0,Annotated
M5-IMU-Janice,31.428591012954712,6.6,10.38,-2.27,0.31,-0.03,1.37,Annotated
M5-IMU-Janice,31.54897665977478,-3.0,10.84,0.39,0.02,0.18,1.1,Annotated
M5-IMU-Janice,31.60853672027588,-6.55,10.26,0.51,-0.01,1.42,0.84,Annotated
M5-IMU-Janice,31.728871822357178,-7.15,9.43,0.89,-0.12,0.88,-0.03,Annotated
M5-IMU-Janice,31.848920583724976,2.29,9.23,1.17,0.11,0.8,0.09,Annotated
M5-IMU-Janice,31.908759832382202,0.49,9.94,-0.99,0.36,0.43,-0.03,Annotated
M5-IMU-Janice,32.0294234752655,1.41,9.23,-4.73,0.65,0.79,0.73,Annotated
M5-IMU-Janice,32.149091720581055,3.78,8.77,-1.05,0.66,3.36,0.35,Annotated
M5-IMU-Janice,32.208922147750854,4.94,9.85,0.12,0.92,1.99,0.52,Annotated
M5-IMU-Janice,32.3298442363739,0.62,9.08,-0.67,0.56,2.71,0.31,Annotated
M5-IMU-Janice,32.44888949394226,2.58,8.89,-1.91,0.36,4.33,-0.66,Unmarked
M5-IMU-Janice,32.508994579315186,-1.92,8.63,-0.43,1.24,1.7,-0.77,Unmarked
M5-IMU-Janice,32.630417823791504,-0.85,13.12,8.03,1.33,-0.15,-1.18,Unmarked
M5-IMU-Janice,32.750112533569336,-3.06,11.26,-4.15,0.72,4.33,0.13,Unmarked
M5-IMU-Janice,32.809751749038696,1.78,10.38,-1.08,0.36,0.22,-0.1,Unmarked
M5-IMU-Janice,32.92878580093384,0.19,9.32,-2.62,0.17,0.27,0.08,Unmarked
M5-IMU-Janice,33.04955267906189,0.06,10.75,-2.74,0.42,1.09,0.94,Unmarked
M5-IMU-Janice,33.108866453170776,-5.62,19.46,2.3,1.3,1.61,3.17,Unmarked
M5-IMU-Janice,33.2315514087677,-0.31,7.61,2.26,-1.06,-1.79,-0.69,Unmarked
M5-IMU-Janice,33.3509087562561,-1.42,6.92,1.28,-1.88,-0.7,-4.37,Unmarked
M5-IMU-Janice,33.40922141075134,19.46,16.52,-12.75,-1.78,-0.18,-2.87,Unmarked
M5-IMU-Janice,33.528801918029785,2.69,-8.15,-6.62,2.71,-4.37,2.96,Unmarked
M5-IMU-Janice,33.64845585823059,-3.3,9.74,0.55,0.69,0.12,0.5,Unmarked
M5-IMU-Janice,33.71032667160034,-0.85,9.37,-1.52,0.47,-0.16,0.64,Unmarked
M5-IMU-Janice,33.829447984695435,-0.28,10.23,-0.81,0.28,0.33,1.01,Unmarked
M5-IMU-Janice,33.94983649253845,-1.48,19.46,1.04,0.29,1.78,2.46,Unmarked
M5-IMU-Janice,34.00929021835327,-13.1,1.92,4.59,0.49,-1.97,-1.42,Unmarked
M5-IMU-Janice,34.130616426467896,1.94,12.6,-8.94,-1.65,-2.62,-3.7,Unmarked
M5-IMU-Janice,34.25016212463379,-19.61,3.16,7.9,-2.33,1.33,0.12,Unmarked
M5-IMU-Janice,34.30982160568237,-1.36,10.49,-1.51,0.17,-0.21,-0.53,Unmarked
M5-IMU-Janice,34.43013381958008,-0.92,9.32,-1.68,-0.02,0.38,0.21,Unmarked
M5-IMU-Janice,34.548967599868774,-0.12,9.55,-2.22,0.32,-0.28,0.25,Unmarked
M5-IMU-Janice,34.609392166137695,-0.94,9.56,-2.41,0.16,-0.11,0.05,Unmarked
M5-IMU-Janice,34.729748010635376,-1.24,9.39,-1.98,0.05,-0.04,-0.06,Annotated
M5-IMU-Janice,34.8504056930542,-0.85,9.57,-2.67,-0.05,-0.47,0.2,Annotated
M5-IMU-Janice,34.910555362701416,-0.63,9.56,-2.04,-0.06,-0.2,0.04,Annotated
M5-IMU-Janice,35.08953046798706,-0.83,9.68,-1.91,0.13,-0.38,0.04,Annotated
M5-IMU-Janice,35.14813303947449,-0.02,9.16,-2.51,0.32,-0.32,0.45,Annotated
M5-IMU-Janice,35.268149614334106,1.38,10.05,-2.3,0.32,0.54,-0.23,Annotated
M5-IMU-Janice,35.33240270614624,-0.0,8.84,-2.9,0.17,0.22,-0.21,Annotated
M5-IMU-Janice,35.450586557388306,-1.37,8.94,-2.76,-0.12,0.43,-0.17,Annotated
M5-IMU-Janice,35.509472608566284,-0.27,9.46,-1.97,0.07,-0.25,0.18,Annotated
M5-IMU-Janice,35.62949895858765,1.32,9.6,-2.38,0.14,-0.89,0.43,Annotated
M5-IMU-Janice,35.7486617565155,-0.26,9.28,-2.8,-0.34,0.04,0.24,Annotated
M5-IMU-Janice,35.80869221687317,0.53,9.3,-2.88,-0.38,-0.11,-0.17,Annotated
M5-IMU-Janice,35.929221630096436,0.0,9.55,-2.79,-0.18,-0.5,-0.2,Annotated
M5-IMU-Janice,36.04854655265808,0.0,9.48,-1.89,-0.12,-0.28,-0.19,Annotated
M5-IMU-Janice,36.11047887802124,0.08,9.42,-1.83,0.05,-0.2,0.07,Annotated
M5-IMU-Janice,36.22878646850586,-0.37,9.54,-2.55,0.09,-0.06,0.1,Annotated
M5-IMU-Janice,36.34933924674988,-0.17,9.21,-2.33,0.21,-0.07,0.08,Annotated
M5-IMU-Janice,36.4091854095459,0.43,9.57,-2.2,-0.03,0.28,-0.13,Annotated
M5-IMU-Janice,36.52942872047424,-0.15,9.58,-2.22,-0.09,0.18,-0.08,Annotated
M5-IMU-Janice,36.64880084991455,-1.43,9.18,-2.19,-0.07,0.05,0.08,Annotated
M5-IMU-Janice,36.708696603775024,0.12,9.53,-2.23,0.04,-0.0,-0.06,Annotated
M5-IMU-Janice,36.88881802558899,-0.12,9.43,-2.28,0.1,0.05,-0.21,Annotated
M5-IMU-Janice,36.9487738609314,-0.42,9.77,-2.76,-0.08,0.06,-0.05,Annotated
M5-IMU-Janice,37.00872278213501,-0.73,9.22,-2.16,-0.33,0.14,-0.39,Annotated
M5-IMU-Janice,37.12905716896057,-0.7,9.82,-1.87,-0.09,-0.11,-0.47,Annotated
M5-IMU-Janice,37.249563455581665,-0.99,9.5,-1.72,-0.38,-0.14,-0.25,Annotated
M5-IMU-Janice,37.30865478515625,-1.71,9.22,-1.82,-0.12,0.18,-0.1,Annotated
M5-IMU-Janice,37.54778265953064,-1.35,9.69,-1.49,0.13,0.09,-0.08,Annotated
M5-IMU-Janice,37.55011177062988,-1.86,9.68,-1.71,-0.05,0.18,0.13,Annotated
M5-IMU-Janice,37.608588218688965,-1.23,9.27,-1.48,-0.09,0.01,0.03,Annotated
M5-IMU-Janice,37.72877645492554,-1.31,9.16,-1.58,-0.11,-0.22,0.01,Annotated
M5-IMU-Janice,37.908546447753906,-0.28,9.53,-1.45,-0.11,0.34,0.38,Unmarked
M5-IMU-Janice,37.90997099876404,13.08,13.04,-8.57,0.44,4.05,1.96,Unmarked
M5-IMU-Janice,38.02933311462402,11.13,7.18,-11.81,2.27,-4.37,4.1,Unmarked
M5-IMU-Janice,38.14971303939819,2.84,7.04,0.1,0.8,2.81,0.41,Unmarked
M5-IMU-Janice,38.210050106048584,0.27,10.5,-2.59,0.43,1.28,0.09,Unmarked
M5-IMU-Janice,38.33083367347717,1.3,10.25,-1.6,-0.1,0.23,0.43,Unmarked
M5-IMU-Janice,38.5083487033844,1.05,10.41,-0.57,-0.04,0.37,1.3,Unmarked
M5-IMU-Janice,38.50934672355652,-3.59,17.93,1.69,0.14,1.35,3.08,Unmarked
M5-IMU-Janice,38.63041377067566,1.2,8.98,-0.39,-1.5,2.25,-0.35,Unmarked
M5-IMU-Janice,38.749927282333374,-2.72,7.51,-0.72,-2.0,-1.11,-4.09,Unmarked
M5-IMU-Janice,38.808966636657715,14.58,18.65,-17.76,-1.71,-3.52,-3.86,Unmarked
M5-IMU-Janice,38.92984342575073,-19.61,13.37,-3.49,-4.37,0.21,0.7,Unmarked
M5-IMU-Janice,39.04955506324768,-2.6,9.51,-0.61,0.49,0.79,0.55,Unmarked
M5-IMU-Janice,39.11005115509033,0.86,9.97,-0.92,0.15,0.37,0.59,Unmarked
M5-IMU-Janice,39.29027509689331,-0.23,12.28,-0.51,0.31,0.2,1.41,Unmarked
M5-IMU-Janice,39.35046982765198,-10.03,19.0,0.82,-1.15,2.57,2.97,Unmarked
M5-IMU-Janice,39.41062927246094,-18.76,3.94,5.41,-3.06,-3.09,-3.33,Unmarked
M5-IMU-Janice,39.53075456619263,11.68,10.25,-19.61,-1.95,-4.37,-1.89,Unmarked
M5-IMU-Janice,39.64935755729675,0.92,6.25,0.09,4.33,-4.37,1.11,Unmarked
M5-IMU-Janice,39.709463357925415,-0.04,7.98,-1.0,0.79,-0.21,-0.43,Unmarked
M5-IMU-Janice,39.829503774642944,-0.0,9.55,-1.16,0.31,-1.07,0.47,Unmarked
M5-IMU-Janice,39.94987201690674,0.11,10.71,-0.74,0.18,0.07,0.58,Unmarked
M5-IMU-Janice,40.00953245162964,-4.87,17.63,-0.08,0.06,0.54,2.28,Unmarked
M5-IMU-Janice,40.12899661064148,-2.13,4.03,-1.82,-0.55,-3.8,0.94,Unmarked
M5-IMU-Janice,40.2496862411499,0.14,4.96,-1.87,-1.57,-2.03,-2.33,Unmarked
M5-IMU-Janice,40.37008333206177,5.35,12.49,-4.88,-1.79,-2.29,-2.63,Unmarked
M5-IMU-Janice,40.42968416213989,11.59,16.56,-2.18,0.39,1.65,0.24,Annotated
M5-IMU-Janice,40.54928135871887,12.36,9.48,-0.49,-1.03,3.94,1.04,Annotated
M5-IMU-Janice,40.610581398010254,4.75,10.35,-1.9,1.18,0.26,0.63,Annotated
M5-IMU-Janice,40.72964382171631,-2.19,10.42,3.68,0.27,0.4,0.82,Annotated
M5-IMU-Janice,40.8501238822937,-4.4,10.23,1.48,0.06,-0.67,0.84,Annotated
M5-IMU-Janice,40.90889072418213,-1.89,10.29,0.21,-0.13,0.4,0.29,Annotated
M5-IMU-Janice,41.0284640789032,2.11,9.76,0.75,0.42,1.73,1.0,Annotated
M5-IMU-Janice,41.149051666259766,-2.82,12.51,-0.84,0.94,-1.68,1.67,Annotated
M5-IMU-Janice,41.20934224128723,-3.28,8.27,0.73,0.03,0.55,-0.54,Annotated
M5-IMU-Janice,41.32851552963257,1.49,5.01,3.86,-1.08,-1.4,-2.89,Annotated
M5-IMU-Janice,41.449729442596436,12.64,14.19,-7.52,-1.76,-0.73,-2.35,Annotated
M5-IMU-Janice,41.50936484336853,-19.61,5.56,0.73,-0.78,-4.37,-0.14,Annotated
M5-IMU-Janice,41.62909126281738,5.18,8.86,-3.89,1.33,0.0,0.73,Annotated
M5-IMU-Janice,41.74919605255127,1.49,11.18,-1.12,0.76,0.21,1.34,Annotated
M5-IMU-Janice,41.80834484100342,-4.55,12.01,1.78,0.27,1.49,1.11,Annotated
M5-IMU-Janice,41.92921853065491,-7.24,9.93,1.33,0.04,1.04,0.88,Annotated
M5-IMU-Janice,42.049092292785645,8.6,13.39,-1.67,-2.19,2.03,-0.21,Annotated
M5-IMU-Janice,42.10924434661865,-1.39,13.44,-2.16,0.05,-0.27,1.09,Annotated
M5-IMU-Janice,42.2279531955719,-1.63,12.5,-1.04,1.01,1.8,0.2,Annotated
M5-IMU-Janice,42.3489248752594,-3.51,7.26,3.07,-0.16,0.7,-2.91,Annotated
M5-IMU-Janice,42.408942222595215,10.13,15.98,-4.3,-1.81,-2.4,-3.08,Annotated
M5-IMU-Janice,42.52839159965515,19.46,15.32,-3.72,-0.5,1.75,0.24,Annotated
M5-IMU-Janice,42.64874863624573,10.65,17.09,-0.9,-1.12,1.14,1.81,Annotated
M5-IMU-Janice,42.70796060562134,8.34,10.73,-2.46,0.1,-0.51,2.44,Annotated
M5-IMU-Janice,42.8296217918396,-3.4,10.69,-0.47,0.38,2.1,1.07,Annotated
M5-IMU-Janice,42.948845624923706,-6.47,9.89,0.53,0.03,1.29,0.01,Annotated
M5-IMU-Janice,43.0081102848053,4.69,13.66,-4.25,0.8,-2.33,0.14,Annotated
M5-IMU-Janice,43.129175901412964,1.5,9.73,0.39,0.25,0.38,-0.22,Annotated
M5-IMU-Janice,43.24904727935791,1.53,9.15,-2.15,0.3,0.13,-0.27,Annotated
M5-IMU-Janice,43.30791735649109,1.71,9.77,0.48,0.1,0.2,-0.16,Annotated
M5-IMU-Janice,43.4291410446167,0.84,10.24,-1.09,0.03,-0.31,0.12,Unmarked
M5-IMU-Janice,43.54917240142822,1.35,9.28,-0.28,0.06,-0.12,0.08,Unmarked
M5-IMU-Janice,43.60951805114746,1.52,9.88,-1.48,-0.07,0.08,-0.14,Unmarked
M5-IMU-Janice,43.84914827346802,1.02,10.46,-0.52,-0.26,0.01,-0.26,Unmarked
M5-IMU-Janice,43.850820541381836,1.77,10.38,-0.38,-0.43,0.28,0.24,Unmarked
M5-IMU-Janice,43.9097158908844,1.02,12.82,0.79,-0.74,0.03,0.73,Unmarked
M5-IMU-Janice,44.02952456474304,-4.94,9.28,-2.05,-0.3,-1.77,1.93,Unmarked
M5-IMU-Janice,44.15057730674744,1.46,12.21,-3.28,0.17,-1.8,2.74,Unmarked
M5-IMU-Janice,44.20995855331421,-1.54,5.4,-1.35,0.23,-1.13,-0.44,Unmarked
M5-IMU-Janice,44.330506563186646,-2.93,7.36,0.04,0.03,-2.1,-3.88,Unmarked
M5-IMU-Janice,44.449161529541016,12.32,18.29,-7.63,-0.77,-1.4,-3.22,Unmarked
M5-IMU-Janice,44.508851051330566,10.39,12.84,16.76,0.27,0.39,1.57,Unmarked
M5-IMU-Janice,44.6290020942688,-1.88,13.34,-5.85,0.88,1.5,0.24,Unmarked
M5-IMU-Janice,44.75051999092102,0.71,9.8,-2.49,0.06,-0.3,0.65,Unmarked
M5-IMU-Janice,44.810545444488525,1.38,9.66,-2.11,-0.23,0.16,0.49,Unmarked
M5-IMU-Janice,44.930267333984375,1.26,11.82,-1.57,0.07,0.2,1.28,Unmarked
M5-IMU-Janice,45.050098180770874,-2.66,19.46,-1.88,1.09,2.98,2.16,Unmarked
M5-IMU-Janice,45.10952925682068,-13.22,-1.41,4.01,-0.76,1.63,-2.06,Unmarked
M5-IMU-Janice,45.23054838180542,-3.93,14.31,0.53,0.86,-2.77,-4.37,Unmarked
M5-IMU-Janice,45.35045266151428,19.46,15.03,-3.15,1.2,4.33,-1.68,Unmarked
M5-IMU-Janice,45.41059684753418,17.32,13.66,-3.98,0.09,2.8,-0.4,Unmarked
M5-IMU-Janice,45.529205322265625,-0.44,8.74,-1.97,0.3,-0.72,0.45,Unmarked
M5-IMU-Janice,45.650235652923584,-0.89,10.13,-2.13,0.09,0.78,0.4,Unmarked
M5-IMU-Janice,45.71161341667175,-0.66,13.41,-5.36,0.6,1.67,1.32,Unmarked
M5-IMU-Janice,45.830366134643555,2.53,7.18,-0.77,0.32,1.67,0.97,Unmarked
M5-IMU-Janice,45.9489061832428,-2.42,7.85,-0.72,-1.0,-0.36,-4.01,Unmarked
M5-IMU-Janice,46.01045298576355,14.79,14.24,-0.11,-1.17,2.64,-2.24,Unmarked
M5-IMU-Janice,46.12989521026611,0.65,2.77,2.87,-0.79,-4.37,4.33,Unmarked
M5-IMU-Janice,46.30973553657532,-0.16,11.32,-1.8,-0.25,0.69,-0.11,Unmarked
M5-IMU-Janice,46.311506032943726,-1.43,9.55,-2.25,0.15,0.4,0.11,Unmarked
M5-IMU-Janice,46.429352045059204,-1.2,9.73,-2.86,0.12,-0.25,0.64,Unmarked
M5-IMU-Janice,46.549362659454346,0.67,9.17,-2.05,0.28,0.11,0.24,Annotated
M5-IMU-Janice,46.608505725860596,0.19,8.81,-3.36,0.19,0.0,0.08,Annotated
M5-IMU-Janice,46.73022532463074,-0.45,9.38,-2.54,-0.12,-0.25,-0.09,Annotated
M5-IMU-Janice,46.850542068481445,0.7,9.65,-2.17,-0.19,-0.09,-0.06,Annotated
M5-IMU-Janice,46.91056203842163,-1.12,9.42,-2.83,-0.19,0.58,-0.31,Annotated
M5-IMU-Janice,47.03006052970886,-0.26,9.47,-2.15,-0.07,-0.19,-0.03,Annotated
M5-IMU-Janice,47.14843201637268,-0.3,9.53,-2.52,0.03,-0.1,0.1,Annotated
M5-IMU-Janice,47.20878481864929,-0.37,9.39,-2.32,0.08,0.4,-0.01,Annotated
